,Unnamed: 0,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10,output1,output2,output5,output3,output
277,ODIs,3,3,102,100,3,2/48,2/48,33.33,5.88,34.0,0,0,0,0,2,0,0,2
278,ODIs,6,5,150,120,1,1/20,1/20,120.00,4.80,150.0,0,0,0,1,0,0,0,1
279,ODIs,146,67,1504,1445,24,3/52,3/52,60.20,5.76,62.6,0,0,0,0,0,5,5,5
280,ODIs,2,2,84,62,2,2/35,2/35,31.00,4.42,42.0,0,0,0,0,2,0,0,2
281,ODIs,82,80,3769,3423,115,4/22,4/22,29.76,5.44,32.7,3,0,0,0,0,5,5,5
282,ODIs,27,27,1443,1033,35,4/42,4/42,29.51,4.29,41.2,1,0,0,0,0,5,5,5
283,ODIs,3,2,36,26,1,1/21,1/21,26.00,4.33,36.0,0,0,0,1,0,0,0,1
284,ODIs,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
285,ODIs,8,6,174,138,7,2/11,2/11,19.71,4.75,24.8,0,0,0,0,0,5,5,5
286,ODIs,36,35,1678,1499,46,4/41,4/41,32.58,5.35,36.4,2,0,0,0,0,5,5,5
287,ODIs,5,5,230,174,4,2/32,2/32,43.50,4.53,57.5,0,0,0,0,0,5,5,5
288,ODIs,56,55,2290,2229,70,4/35,4/35,31.84,5.84,32.7,5,0,0,0,0,5,5,5
289,ODIs,5,5,251,224,8,3/58,3/58,28.00,5.35,31.3,0,0,0,0,0,5,5,5
290,ODIs,100,74,3008,2448,59,3/21,3/21,41.49,4.88,50.9,0,0,0,0,0,5,5,5
291,ODIs,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
292,ODIs,9,9,342,240,4,2/22,2/22,60.00,4.21,85.5,0,0,0,0,0,5,5,5
293,ODIs,73,26,524,504,14,5/32,5/32,36.00,5.77,37.4,0,1,0,0,0,5,5,5
294,ODIs,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
295,ODIs,8,4,96,67,2,1/11,1/11,33.50,4.18,48.0,0,0,0,0,2,0,0,2
296,ODIs,125,40,1076,971,28,3/16,3/16,34.67,5.41,38.4,0,0,0,0,0,5,5,5
297,ODIs,4,1,42,33,0,0,0,0,4.71,0,0,0,0,1,0,0,0,1
298,ODIs,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
299,ODIs,23,22,902,744,20,5/22,5/22,37.20,4.94,45.1,0,1,0,0,0,5,5,5
300,ODIs,3,3,60,61,0,0,0,0,6.10,0,0,0,0,1,0,0,0,1
301,ODIs,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
302,ODIs,2,2,66,51,0,0,0,0,4.63,0,0,0,0,1,0,0,0,1
303,ODIs,165,161,8377,6839,187,5/36,5/36,36.57,4.89,44.7,7,1,0,0,0,5,5,5
304,ODIs,113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
305,ODIs,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
306,ODIs,28,27,1393,1372,48,5/56,5/56,28.58,5.90,29.0,4,1,0,0,0,5,5,5
307,ODIs,113,77,2188,2105,53,3/27,3/27,39.71,5.77,41.2,0,0,0,0,0,5,5,5
308,ODIs,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
309,ODIs,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
310,ODIs,12,12,555,598,16,4/19,4/19,37.37,6.46,34.6,2,0,0,0,0,5,5,5
311,ODIs,18,18,783,810,16,3/82,3/82,50.62,6.20,48.9,0,0,0,0,0,5,5,5
312,ODIs,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
313,ODIs,36,34,1773,1506,51,6/29,6/29,29.52,5.09,34.7,2,2,0,0,0,5,5,5
314,ODIs,59,7,179,203,1,1/35,1/35,203.00,6.80,179.0,0,0,0,1,0,0,0,1
315,ODIs,1,1,30,17,1,1/17,1/17,17.00,3.40,30.0,0,0,0,1,0,0,0,1
316,ODIs,4,1,1,2,0,0,0,0,12.00,0,0,0,0,1,0,0,0,1
317,ODIs,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
318,ODIs,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
319,ODIs,10,1,6,5,0,0,0,0,5.00,0,0,0,0,1,0,0,0,1
320,ODIs,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
321,ODIs,44,17,398,319,9,4/37,4/37,35.44,4.80,44.2,1,0,0,0,0,5,5,5
322,ODIs,124,120,5919,4231,130,4/30,4/30,32.54,4.28,45.5,3,0,0,0,0,5,5,5
323,ODIs,2,2,64,63,0,0,0,0,5.90,0,0,0,0,1,0,0,0,1
324,ODIs,37,2,9,6,0,0,0,0,4.00,0,0,0,0,1,0,0,0,1
325,ODIs,91,91,4648,3956,178,6/28,6/28,22.22,5.10,26.1,11,7,0,0,0,5,5,5
326,ODIs,146,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
327,ODIs,13,12,592,521,23,5/44,5/44,22.65,5.28,25.7,0,1,0,0,0,5,5,5
328,ODIs,4,3,113,94,3,2/57,2/57,31.33,4.99,37.6,0,0,0,0,2,0,0,2
329,ODIs,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
330,ODIs,65,61,2911,2738,94,5/48,5/48,29.12,5.64,30.9,3,2,0,0,0,5,5,5
331,ODIs,2,2,100,120,2,2/46,2/46,60.00,7.20,50.0,0,0,0,0,2,0,0,2
332,ODIs,4,3,146,122,2,1/40,1/40,61.00,5.01,73.0,0,0,0,0,2,0,0,2
333,ODIs,33,32,1330,1095,32,3/25,3/25,34.21,4.93,41.5,0,0,0,0,0,5,5,5
334,ODIs,2,2,77,54,2,2/30,2/30,27.00,4.20,38.5,0,0,0,0,2,0,0,2
335,ODIs,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
336,ODIs,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
337,ODIs,196,21,396,406,9,3/54,3/54,45.11,6.15,44.0,0,0,0,0,0,5,5,5
338,ODIs,47,2,17,17,0,0,0,0,6.00,0,0,0,0,1,0,0,0,1
339,ODIs,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
340,ODIs,2,2,120,95,3,2/42,2/42,31.66,4.75,40.0,0,0,0,0,2,0,0,2
341,ODIs,22,21,1119,993,26,4/33,4/33,38.19,5.32,43.0,1,0,0,0,0,5,5,5
342,ODIs,4,4,186,155,5,3/57,3/57,31.00,5.00,37.2,0,0,0,0,0,5,5,5
343,ODIs,38,37,1734,1330,59,5/45,5/45,22.54,4.60,29.3,2,1,0,0,0,5,5,5
344,ODIs,22,22,993,972,31,4/41,4/41,31.35,5.87,32.0,1,0,0,0,0,5,5,5
345,ODIs,4,4,174,117,4,2/49,2/49,29.25,4.03,43.5,0,0,0,0,0,5,5,5
346,ODIs,4,4,160,139,2,1/23,1/23,69.50,5.21,80.0,0,0,0,0,2,0,0,2
347,ODIs,24,23,1076,1161,20,4/52,4/52,58.05,6.47,53.8,1,0,0,0,0,5,5,5
348,ODIs,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
349,ODIs,1,1,24,29,0,0,0,0,7.25,0,0,0,0,1,0,0,0,1
350,ODIs,8,5,90,114,0,0,0,0,7.60,0,0,0,0,1,0,0,0,1
351,ODIs,38,18,306,296,6,3/48,3/48,49.33,5.80,51.0,0,0,0,0,0,5,5,5
352,ODIs,2,2,59,69,0,0,0,0,7.01,0,0,0,0,1,0,0,0,1
353,ODIs,6,6,301,247,13,5/33,5/33,19.00,4.92,23.1,0,1,0,0,0,5,5,5
354,ODIs,2,1,24,52,1,1/52,1/52,52.00,13.00,24.0,0,0,0,1,0,0,0,1
355,ODIs,232,4,42,35,0,0,0,0,5.00,0,0,0,0,1,0,0,0,1
356,ODIs,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
357,ODIs,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
358,ODIs,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
359,ODIs,3,3,150,79,5,2/22,2/22,15.80,3.16,30.0,0,0,0,0,0,5,5,5
360,ODIs,4,3,96,97,1,1/23,1/23,97.00,6.06,96.0,0,0,0,1,0,0,0,1
361,ODIs,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
362,ODIs,11,11,522,468,18,4/28,4/28,26.00,5.37,29.0,2,0,0,0,0,5,5,5
363,ODIs,2,2,84,58,5,3/41,3/41,11.60,4.14,16.8,0,0,0,0,0,5,5,5
364,ODIs,15,15,583,547,17,3/15,3/15,32.17,5.62,34.2,0,0,0,0,0,5,5,5
365,ODIs,3,3,126,107,2,1/47,1/47,53.50,5.09,63.0,0,0,0,0,2,0,0,2
366,ODIs,19,19,905,831,23,3/24,3/24,36.13,5.50,39.3,0,0,0,0,0,5,5,5
367,ODIs,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
368,ODIs,10,10,384,270,10,4/20,4/20,27.00,4.21,38.4,1,0,0,0,0,5,5,5
369,ODIs,151,65,1467,1310,37,4/22,4/22,35.40,5.35,39.6,1,0,0,0,0,5,5,5
370,ODIs,60,58,3192,2721,104,6/25,6/25,26.16,5.11,30.6,4,1,0,0,0,5,5,5
371,ODIs,34,31,1142,1019,19,4/37,4/37,53.63,5.35,60.1,1,0,0,0,0,5,5,5
372,ODIs,2,2,102,80,1,1/29,1/29,80.00,4.70,102.0,0,0,0,1,0,0,0,1
373,ODIs,9,2,19,21,0,0,0,0,6.63,0,0,0,0,1,0,0,0,1
374,ODIs,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
375,ODIs,19,19,932,798,23,4/55,4/55,34.69,5.13,40.5,1,0,0,0,0,5,5,5
376,ODIs,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
377,ODIs,87,85,4232,3327,89,4/24,4/24,37.38,4.71,47.5,4,0,0,0,0,5,5,5
378,ODIs,2,2,47,47,4,4/38,4/38,11.75,6.00,11.7,1,0,0,0,0,5,5,5
379,ODIs,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
380,ODIs,20,20,870,894,27,5/35,5/35,33.11,6.16,32.2,1,1,0,0,0,5,5,5
381,ODIs,3,2,114,59,2,1/29,1/29,29.50,3.10,57.0,0,0,0,0,2,0,0,2
382,ODIs,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
383,ODIs,143,141,7195,6558,190,7/33,7/33,34.51,5.46,37.8,4,3,0,0,0,5,5,5
384,ODIs,41,21,642,613,11,3/45,3/45,55.72,5.72,58.3,0,0,0,0,0,5,5,5
385,ODIs,41,41,1901,1476,50,4/15,4/15,29.52,4.65,38.0,1,0,0,0,0,5,5,5
386,ODIs,5,2,15,25,0,0,0,0,10.00,0,0,0,0,1,0,0,0,1
387,ODIs,126,21,284,259,4,1/2,1/2,64.75,5.47,71.0,0,0,0,0,0,5,5,5
388,ODIs,2,1,60,76,2,2/76,2/76,38.00,7.60,30.0,0,0,0,0,2,0,0,2
389,ODIs,39,2,24,34,0,0,0,0,8.50,0,0,0,0,1,0,0,0,1
390,ODIs,4,2,72,48,2,1/13,1/13,24.00,4.00,36.0,0,0,0,0,2,0,0,2
391,ODIs,84,65,2111,1729,46,4/31,4/31,37.58,4.91,45.8,1,0,0,0,0,5,5,5
392,ODIs,1,1,24,15,0,0,0,0,3.75,0,0,0,0,1,0,0,0,1
393,ODIs,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
394,ODIs,17,17,764,559,13,3/29,3/29,43.00,4.39,58.7,0,0,0,0,0,5,5,5
395,ODIs,6,1,12,16,0,0,0,0,8.00,0,0,0,0,1,0,0,0,1
396,ODIs,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
397,ODIs,5,5,170,144,5,2/15,2/15,28.80,5.08,34.0,0,0,0,0,0,5,5,5
398,ODIs,136,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
399,ODIs,19,19,874,881,23,3/44,3/44,38.30,6.04,38.0,0,0,0,0,0,5,5,5
400,ODIs,25,25,1312,1240,39,5/68,5/68,31.79,5.67,33.6,0,1,0,0,0,5,5,5
401,ODIs,218,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
402,ODIs,1,1,47,68,0,0,0,0,8.68,0,0,0,0,1,0,0,0,1
403,ODIs,2,2,114,124,3,2/73,2/73,41.33,6.52,38.0,0,0,0,0,2,0,0,2
404,ODIs,9,9,353,379,9,2/17,2/17,42.11,6.44,39.2,0,0,0,0,0,5,5,5
405,ODIs,6,6,252,167,10,4/37,4/37,16.70,3.97,25.2,1,0,0,0,0,5,5,5
406,ODIs,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
407,ODIs,17,17,768,633,34,5/34,5/34,18.61,4.94,22.5,3,2,0,0,0,5,5,5
408,ODIs,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
409,ODIs,235,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
410,ODIs,18,10,210,207,7,4/32,4/32,29.57,5.91,30.0,1,0,0,0,0,5,5,5
411,ODIs,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
412,ODIs,287,217,7958,6192,158,4/19,4/19,39.18,4.66,50.3,1,0,0,0,0,5,5,5
413,ODIs,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
414,ODIs,133,109,4176,3381,71,4/43,4/43,47.61,4.85,58.8,1,0,0,0,0,5,5,5
415,ODIs,6,1,6,13,0,0,0,0,13.00,0,0,0,0,1,0,0,0,1
416,ODIs,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
417,ODIs,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
418,ODIs,61,35,869,688,25,4/44,4/44,27.52,4.75,34.7,1,0,0,0,0,5,5,5
419,ODIs,19,18,892,820,33,4/16,4/16,24.84,5.51,27.0,3,0,0,0,0,5,5,5
420,ODIs,39,2,18,25,0,0,0,0,8.33,0,0,0,0,1,0,0,0,1
421,ODIs,1,1,60,60,1,1/60,1/60,60.00,6.00,60.0,0,0,0,1,0,0,0,1
422,ODIs,6,6,338,228,13,5/38,5/38,17.53,4.04,26.0,1,1,0,0,0,5,5,5
423,ODIs,8,8,297,337,5,1/35,1/35,67.40,6.80,59.4,0,0,0,0,0,5,5,5
424,ODIs,58,51,1979,1620,46,4/32,4/32,35.21,4.91,43.0,1,0,0,0,0,5,5,5
425,ODIs,42,26,765,737,12,2/22,2/22,61.41,5.78,63.7,0,0,0,0,0,5,5,5
426,ODIs,10,10,389,371,14,3/36,3/36,26.50,5.72,27.7,0,0,0,0,0,5,5,5
427,ODIs,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
428,ODIs,10,5,114,79,2,1/19,1/19,39.50,4.15,57.0,0,0,0,0,2,0,0,2
429,ODIs,143,11,192,189,2,1/8,1/8,94.50,5.90,96.0,0,0,0,0,2,0,0,2
430,ODIs,2,1,18,19,0,0,0,0,6.33,0,0,0,0,1,0,0,0,1
431,ODIs,199,135,3513,3143,69,4/16,4/16,45.55,5.36,50.9,1,0,0,0,0,5,5,5
432,ODIs,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
433,ODIs,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
434,ODIs,30,23,893,719,15,3/30,3/30,47.93,4.83,59.5,0,0,0,0,0,5,5,5
435,ODIs,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
436,ODIs,11,11,480,465,15,3/13,3/13,31.00,5.81,32.0,0,0,0,0,0,5,5,5
437,ODIs,8,4,102,75,0,0,0,0,4.41,0,0,0,0,1,0,0,0,1
438,ODIs,25,24,1238,1356,34,3/33,3/33,39.88,6.57,36.4,0,0,0,0,0,5,5,5
439,ODIs,75,73,3842,3199,117,6/16,6/16,27.34,4.99,32.8,6,1,0,0,0,5,5,5
440,ODIs,1,1,60,55,2,2/55,2/55,27.50,5.50,30.0,0,0,0,0,2,0,0,2
441,ODIs,10,10,535,375,23,6/16,6/16,16.30,4.20,23.2,2,1,0,0,0,5,5,5
442,ODIs,116,1,12,15,0,0,0,0,7.50,0,0,0,0,1,0,0,0,1
443,ODIs,265,20,284,288,3,1/3,1/3,96.00,6.08,94.6,0,0,0,0,2,0,0,2
444,ODIs,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
445,ODIs,218,177,7733,5400,139,4/41,4/41,38.84,4.18,55.6,1,0,0,0,0,5,5,5
446,ODIs,65,43,1256,988,24,3/26,3/26,41.16,4.71,52.3,0,0,0,0,0,5,5,5
447,ODIs,60,2,12,18,0,0,0,0,9.00,0,0,0,0,1,0,0,0,1
448,ODIs,3,3,138,101,5,4/34,4/34,20.20,4.39,27.6,1,0,0,0,0,5,5,5
449,ODIs,34,32,1358,1298,31,5/63,5/63,41.87,5.73,43.8,0,1,0,0,0,5,5,5
450,ODIs,25,24,1293,1150,24,6/26,6/26,47.91,5.33,53.8,1,1,0,0,0,5,5,5
451,ODIs,20,19,901,743,17,3/55,3/55,43.70,4.94,53.0,0,0,0,0,0,5,5,5
452,ODIs,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
453,ODIs,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
454,ODIs,4,4,209,217,4,3/44,3/44,54.25,6.22,52.2,0,0,0,0,0,5,5,5
455,ODIs,60,60,2540,2529,70,4/21,4/21,36.12,5.97,36.2,4,0,0,0,0,5,5,5
456,ODIs,28,12,234,190,7,2/13,2/13,27.14,4.87,33.4,0,0,0,0,0,5,5,5
457,ODIs,15,15,789,658,18,3/27,3/27,36.55,5.00,43.8,0,0,0,0,0,5,5,5
458,ODIs,34,1,6,2,1,1/2,1/2,2.00,2.00,6.0,0,0,0,1,0,0,0,1
459,ODIs,14,14,737,569,23,3/27,3/27,24.73,4.63,32.0,0,0,0,0,0,5,5,5
460,ODIs,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
461,ODIs,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
462,ODIs,8,8,362,223,11,4/27,4/27,20.27,3.69,32.9,1,0,0,0,0,5,5,5
463,ODIs,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
464,ODIs,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
465,ODIs,1,1,6,7,0,0,0,0,7.00,0,0,0,0,1,0,0,0,1
466,ODIs,45,37,1076,928,22,3/32,3/32,42.18,5.17,48.9,0,0,0,0,0,5,5,5
467,ODIs,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
468,ODIs,260,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
469,ODIs,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
470,ODIs,4,4,144,172,4,2/70,2/70,43.00,7.16,36.0,0,0,0,0,0,5,5,5
471,ODIs,5,5,300,298,8,5/43,5/43,37.25,5.96,37.5,0,1,0,0,0,5,5,5
472,ODIs,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
473,ODIs,5,5,264,224,5,2/38,2/38,44.80,5.09,52.8,0,0,0,0,0,5,5,5
474,ODIs,95,80,2912,2920,70,5/61,5/61,41.71,6.01,41.6,1,1,0,0,0,5,5,5
475,ODIs,5,5,204,191,6,3/26,3/26,31.83,5.61,34.0,0,0,0,0,0,5,5,5
476,ODIs,12,11,366,306,3,1/21,1/21,102.00,5.01,122.0,0,0,0,0,2,0,0,2
477,ODIs,6,5,122,128,1,1/59,1/59,128.00,6.29,122.0,0,0,0,1,0,0,0,1
478,ODIs,26,26,1230,1140,53,6/58,6/58,21.50,5.56,23.2,2,1,0,0,0,5,5,5
479,ODIs,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
480,ODIs,236,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
481,ODIs,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
482,ODIs,5,5,198,165,3,2/28,2/28,55.00,5.00,66.0,0,0,0,0,2,0,0,2
483,ODIs,10,1,12,10,0,0,0,0,5.00,0,0,0,0,1,0,0,0,1
484,ODIs,1,1,24,31,0,0,0,0,7.75,0,0,0,0,1,0,0,0,1
485,ODIs,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
486,ODIs,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
487,ODIs,23,16,409,353,10,4/28,4/28,35.30,5.17,40.9,1,0,0,0,0,5,5,5
488,ODIs,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
489,ODIs,53,14,258,260,4,2/26,2/26,65.00,6.04,64.5,0,0,0,0,0,5,5,5
490,ODIs,213,132,4339,4274,101,4/28,4/28,42.31,5.91,42.9,1,0,0,0,0,5,5,5
491,ODIs,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
492,ODIs,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
493,ODIs,7,6,288,236,12,3/22,3/22,19.66,4.91,24.0,0,0,0,0,0,5,5,5
494,ODIs,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
495,ODIs,13,12,546,371,16,5/60,5/60,23.18,4.07,34.1,0,1,0,0,0,5,5,5
496,ODIs,2,2,30,14,2,2/6,2/6,7.00,2.80,15.0,0,0,0,0,2,0,0,2
497,ODIs,64,64,3346,2541,104,5/27,5/27,24.43,4.55,32.1,5,1,0,0,0,5,5,5
498,ODIs,41,39,1414,1446,33,3/16,3/16,43.81,6.13,42.8,0,0,0,0,0,5,5,5
499,ODIs,37,37,1956,1779,69,5/45,5/45,25.78,5.45,28.3,2,1,0,0,0,5,5,5
500,ODIs,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
501,ODIs,68,12,156,172,1,1/3,1/3,172.00,6.61,156.0,0,0,0,1,0,0,0,1
502,ODIs,40,39,1801,1581,41,3/49,3/49,38.56,5.26,43.9,0,0,0,0,0,5,5,5
503,ODIs,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
504,ODIs,42,42,1458,1180,27,3/26,3/26,43.70,4.85,54.0,0,0,0,0,0,5,5,5
505,ODIs,17,2,36,37,1,1/19,1/19,37.00,6.16,36.0,0,0,0,1,0,0,0,1
506,ODIs,104,58,1667,1615,35,4/25,4/25,46.14,5.81,47.6,1,0,0,0,0,5,5,5
507,ODIs,8,8,312,257,5,1/21,1/21,51.40,4.94,62.4,0,0,0,0,0,5,5,5
508,ODIs,6,5,96,104,3,1/18,1/18,34.66,6.50,32.0,0,0,0,0,2,0,0,2
509,ODIs,25,25,1148,1134,33,3/17,3/17,34.36,5.92,34.7,0,0,0,0,0,5,5,5
510,ODIs,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
511,ODIs,125,124,6256,5087,196,6/39,6/39,25.95,4.87,31.9,4,3,0,0,0,5,5,5
512,ODIs,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
513,ODIs,1,1,24,8,1,1/8,1/8,8.00,2.00,24.0,0,0,0,1,0,0,0,1
514,ODIs,4,4,240,150,10,3/30,3/30,15.00,3.75,24.0,0,0,0,0,0,5,5,5
515,ODIs,42,40,2022,1668,38,3/30,3/30,43.89,4.94,53.2,0,0,0,0,0,5,5,5
516,ODIs,55,9,121,124,3,1/5,1/5,41.33,6.14,40.3,0,0,0,0,2,0,0,2
517,ODIs,3,3,138,170,1,1/57,1/57,170.00,7.39,138.0,0,0,0,1,0,0,0,1
518,ODIs,63,59,1967,2012,61,5/31,5/31,32.98,6.13,32.2,2,1,0,0,0,5,5,5
519,ODIs,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
520,ODIs,13,13,544,623,13,2/26,2/26,47.92,6.87,41.8,0,0,0,0,0,5,5,5
521,ODIs,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
522,ODIs,228,9,192,202,7,2/15,2/15,28.85,6.31,27.4,0,0,0,0,0,5,5,5
523,ODIs,5,5,288,301,5,2/58,2/58,60.20,6.27,57.6,0,0,0,0,0,5,5,5
524,ODIs,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
525,ODIs,7,7,216,244,0,0,0,0,6.77,0,0,0,0,1,0,0,0,1
526,ODIs,4,4,216,262,5,4/45,4/45,52.40,7.27,43.2,1,0,0,0,0,5,5,5
527,ODIs,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
528,ODIs,2,2,60,69,1,1/26,1/26,69.00,6.90,60.0,0,0,0,1,0,0,0,1
529,ODIs,10,10,474,448,12,4/57,4/57,37.33,5.67,39.5,1,0,0,0,0,5,5,5
530,ODIs,2,2,109,123,3,2/64,2/64,41.00,6.77,36.3,0,0,0,0,2,0,0,2
531,ODIs,60,60,3109,2549,83,4/30,4/30,30.71,4.91,37.4,2,0,0,0,0,5,5,5
532,ODIs,32,31,1435,1067,36,3/15,3/15,29.63,4.46,39.8,0,0,0,0,0,5,5,5
533,ODIs,2,2,120,94,2,1/37,1/37,47.00,4.70,60.0,0,0,0,0,2,0,0,2
534,ODIs,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
535,ODIs,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
536,ODIs,15,15,663,608,22,4/51,4/51,27.63,5.50,30.1,2,0,0,0,0,5,5,5
537,ODIs,3,2,84,96,3,2/70,2/70,32.00,6.85,28.0,0,0,0,0,2,0,0,2
538,ODIs,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
539,ODIs,121,121,6109,5364,178,5/23,5/23,30.13,5.26,34.3,9,1,0,0,0,5,5,5
540,ODIs,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
541,ODIs,49,43,1485,1502,60,5/63,5/63,25.03,6.06,24.7,2,1,0,0,0,5,5,5
542,ODIs,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
543,ODIs,8,1,6,5,1,1/5,1/5,5.00,5.00,6.0,0,0,0,1,0,0,0,1
544,ODIs,3,3,162,120,6,2/30,2/30,20.00,4.44,27.0,0,0,0,0,0,5,5,5
545,ODIs,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
546,ODIs,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
547,ODIs,12,11,471,408,12,3/38,3/38,34.00,5.19,39.2,0,0,0,0,0,5,5,5
548,ODIs,18,16,768,556,20,3/16,3/16,27.80,4.34,38.4,0,0,0,0,0,5,5,5
549,ODIs,41,40,2095,1625,40,4/29,4/29,40.62,4.65,52.3,1,0,0,0,0,5,5,5
550,ODIs,22,12,282,274,10,5/43,5/43,27.40,5.82,28.2,0,1,0,0,0,5,5,5
551,ODIs,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
552,ODIs,5,5,174,157,7,4/56,4/56,22.42,5.41,24.8,1,0,0,0,0,5,5,5
553,ODIs,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
554,ODIs,2,2,114,105,1,1/40,1/40,105.00,5.52,114.0,0,0,0,1,0,0,0,1
555,ODIs,10,10,318,308,8,2/59,2/59,38.50,5.81,39.7,0,0,0,0,0,5,5,5
556,ODIs,43,42,2014,1691,49,3/11,3/11,34.51,5.03,41.1,0,0,0,0,0,5,5,5
