,Unnamed: 0,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,output
325,ODIs,1,1,1,9,9*,0,6,150.00,0,0,1,0,0,0,1
326,ODIs,56,47,9,1034,92*,27.21,794,130.22,0,4,94,57,11,0,5
327,ODIs,125,51,12,365,60,9.35,562,64.94,0,1,35,9,28,0,5
328,ODIs,25,13,6,127,32*,18.14,149,85.23,0,0,9,1,6,0,5
329,ODIs,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1
330,ODIs,7,3,0,27,17,9.00,28,96.42,0,0,4,0,1,0,2
331,ODIs,41,24,10,155,34*,11.07,244,63.52,0,0,13,3,12,0,5
332,ODIs,2,1,0,10,10,10.00,6,166.66,0,0,1,1,0,0,1
333,ODIs,10,9,1,130,29,16.25,247,52.63,0,0,9,0,3,0,5
334,ODIs,1,1,1,9,9*,0,44,20.45,0,0,0,0,1,0,1
335,ODIs,12,11,4,98,24,14.00,195,50.25,0,0,9,0,2,0,4
336,ODIs,3,2,0,33,22,16.50,27,122.22,0,0,2,1,7,1,2
337,ODIs,236,219,32,7368,148,39.40,8085,91.13,13,46,614,211,83,0,5
338,ODIs,2,2,1,19,17*,19.00,23,82.60,0,0,2,0,2,0,1
339,ODIs,96,71,20,744,58,14.58,1196,62.20,0,1,48,5,37,0,5
340,ODIs,89,50,19,646,56,20.83,629,102.70,0,1,53,18,26,0,5
341,ODIs,4,4,0,36,30,9.00,89,40.44,0,0,2,1,1,0,2
342,ODIs,4,1,1,10,10*,0,14,71.42,0,0,0,0,1,0,1
343,ODIs,8,8,0,226,88,28.25,297,76.09,0,2,22,3,7,0,5
344,ODIs,1,1,1,1,1*,0,9,11.11,0,0,0,0,0,0,1
345,ODIs,82,56,27,513,47*,17.68,664,77.25,0,0,40,21,16,0,5
346,ODIs,89,64,15,680,54*,13.87,787,86.40,0,2,51,27,27,0,5
347,ODIs,1,1,0,18,18,18.00,41,43.90,0,0,2,0,0,0,1
348,ODIs,67,53,15,743,45*,19.55,785,94.64,0,0,48,23,25,0,5
349,ODIs,20,10,5,13,6*,2.60,53,24.52,0,0,1,0,0,0,1
350,ODIs,4,2,0,9,9,4.50,8,112.50,0,0,2,0,0,0,1
351,ODIs,79,72,6,1259,99*,19.07,1639,76.81,0,5,130,12,22,0,5
352,ODIs,45,42,3,1430,139,36.66,1338,106.87,5,4,108,52,18,0,5
353,ODIs,248,239,39,11867,183,59.33,12726,93.25,43,58,1116,121,128,0,5
354,ODIs,1,1,0,2,2,2.00,9,22.22,0,0,0,0,0,0,1
355,ODIs,1,1,0,3,3,3.00,11,27.27,0,0,0,0,0,0,1
356,ODIs,6,5,0,225,88,45.00,262,85.87,0,3,30,0,4,0,5
357,ODIs,6,6,0,132,52,22.00,220,60.00,0,1,11,0,3,0,5
358,ODIs,1,1,0,0,0,0.00,2,0.00,0,0,0,0,0,0,1
359,ODIs,8,8,0,299,136,37.37,337,88.72,1,0,27,10,0,0,5
360,ODIs,5,4,2,7,3*,3.50,17,41.17,0,0,0,0,3,0,1
361,ODIs,2,2,0,12,12,6.00,14,85.71,0,0,0,1,3,0,1
362,ODIs,2,2,0,68,45,34.00,104,65.38,0,0,8,2,0,0,3
363,ODIs,32,31,5,927,137*,35.65,1225,75.67,1,6,91,16,17,8,5
364,ODIs,4,4,0,191,112,47.75,196,97.44,1,1,20,0,3,0,5
365,ODIs,22,19,1,468,68,26.00,404,115.84,0,3,39,24,3,0,5
366,ODIs,8,7,1,104,42,17.33,177,58.75,0,0,6,0,4,0,5
367,ODIs,126,122,3,4882,153*,41.02,5503,88.71,16,26,483,119,60,0,5
368,ODIs,13,10,1,47,12,5.22,95,49.47,0,0,5,0,5,0,2
369,ODIs,16,14,0,374,71,26.71,361,103.60,0,1,40,10,8,1,5
370,ODIs,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
371,ODIs,63,54,10,1286,97*,29.22,1314,97.86,0,6,115,30,23,0,5
372,ODIs,15,13,3,190,42*,19.00,169,112.42,0,0,16,6,5,0,5
373,ODIs,11,7,2,179,67*,35.80,210,85.23,0,1,10,10,6,0,5
374,ODIs,17,16,1,264,60,17.60,488,54.09,0,2,15,0,20,2,5
375,ODIs,31,28,6,497,64,22.59,742,66.98,0,2,45,2,10,0,5
376,ODIs,6,4,1,71,51,23.66,112,63.39,0,1,3,1,4,0,3
377,ODIs,218,216,15,6614,140*,32.90,8633,76.61,11,38,664,110,85,0,5
378,ODIs,217,187,48,5830,139*,41.94,6997,83.32,3,40,461,89,53,0,5
379,ODIs,14,12,3,143,51,15.88,130,110.00,0,1,15,6,6,0,5
380,ODIs,27,17,7,147,31*,14.70,202,72.77,0,0,10,3,6,0,5
381,ODIs,73,52,19,1389,120,42.09,1367,101.60,2,6,141,24,33,0,5
382,ODIs,2,2,1,17,9,17.00,38,44.73,0,0,1,0,0,0,1
383,ODIs,9,5,1,63,39*,15.75,78,80.76,0,0,7,1,1,0,3
384,ODIs,12,12,3,67,25,7.44,138,48.55,0,0,6,0,3,0,3
385,ODIs,7,7,0,116,71,16.57,157,73.88,0,1,15,2,5,1,5
386,ODIs,3,2,0,2,2,1.00,21,9.52,0,0,0,0,1,0,1
387,ODIs,116,90,22,2302,105,33.85,2622,87.79,2,11,172,12,116,24,5
388,ODIs,6,6,1,82,27,16.40,135,60.74,0,0,3,1,3,0,4
389,ODIs,100,44,12,590,69,18.43,584,101.02,0,1,64,7,30,0,5
390,ODIs,2,2,0,40,39,20.00,60,66.66,0,0,2,0,0,0,2
391,ODIs,4,4,0,106,60,26.50,174,60.91,0,1,5,1,3,0,5
392,ODIs,3,2,1,26,17*,26.00,49,53.06,0,0,1,0,1,0,2
393,ODIs,8,8,0,155,61,19.37,265,58.49,0,1,15,0,1,0,5
394,ODIs,5,4,2,7,4,3.50,28,25.00,0,0,0,0,0,0,1
395,ODIs,1,1,0,2,2,2.00,14,14.28,0,0,0,0,0,0,1
396,ODIs,52,48,1,1136,114,24.17,1536,73.95,2,5,107,15,71,4,5
397,ODIs,1,1,1,3,3*,0,4,75.00,0,0,0,0,2,0,1
398,ODIs,35,35,3,890,111,27.81,1257,70.80,1,5,96,6,51,4,5
399,ODIs,32,22,7,220,33,14.66,339,64.89,0,0,13,0,9,0,5
400,ODIs,117,47,18,268,32*,9.24,354,75.70,0,0,24,7,31,0,5
401,ODIs,18,6,2,38,28,9.50,49,77.55,0,0,6,0,5,0,2
402,ODIs,10,8,5,212,69*,70.66,341,62.17,0,2,11,3,3,0,5
403,ODIs,44,37,3,559,101,16.44,614,91.04,1,1,38,24,11,0,5
404,ODIs,19,7,5,10,4*,5.00,35,28.57,0,0,0,0,3,0,1
405,ODIs,13,12,2,447,148,44.70,460,97.17,1,2,51,2,2,0,5
406,ODIs,218,204,34,6174,144,36.31,7794,79.21,7,38,492,82,181,44,5
407,ODIs,10,10,1,159,40,17.66,231,68.83,0,0,16,3,4,0,5
408,ODIs,114,52,15,526,53*,14.21,703,74.82,0,1,44,8,27,0,5
409,ODIs,164,131,16,2316,140,20.13,2057,112.59,1,10,174,84,62,0,5
410,ODIs,34,32,4,480,97,17.14,774,62.01,0,1,46,2,6,0,5
411,ODIs,58,27,17,78,18*,7.80,136,57.35,0,0,9,0,12,0,4
412,ODIs,11,11,0,150,39,13.63,332,45.18,0,0,8,1,3,1,5
413,ODIs,43,15,8,95,34,13.57,162,58.64,0,0,5,2,13,0,4
414,ODIs,20,6,3,31,10*,10.33,30,103.33,0,0,2,0,1,0,2
415,ODIs,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1
416,ODIs,207,196,26,5606,133*,32.97,7463,75.11,10,30,526,118,50,0,5
417,ODIs,1,1,0,4,4,4.00,28,14.28,0,0,0,0,0,0,1
418,ODIs,5,5,0,111,50,22.20,145,76.55,0,1,12,0,1,0,5
419,ODIs,8,8,1,144,33,20.57,222,64.86,0,0,6,5,5,0,5
420,ODIs,16,13,0,446,87,34.30,629,70.90,0,4,44,6,7,0,5
421,ODIs,38,35,0,1052,120,30.05,1488,70.69,3,3,103,19,10,0,5
422,ODIs,11,10,4,130,48*,21.66,249,52.20,0,0,9,0,4,0,5
423,ODIs,60,21,12,118,19,13.11,188,62.76,0,0,10,0,7,0,5
424,ODIs,7,2,1,5,3,5.00,14,35.71,0,0,0,0,2,0,1
425,ODIs,91,51,19,371,52*,11.59,424,87.50,0,1,27,9,27,0,5
426,ODIs,72,56,22,924,67,27.17,1046,88.33,0,2,64,27,27,0,5
427,ODIs,13,13,1,416,95,34.66,646,64.39,0,3,28,6,2,0,5
428,ODIs,67,62,9,1586,104*,29.92,1765,89.85,1,11,134,57,37,0,5
429,ODIs,33,28,3,581,54,23.24,822,70.68,0,3,48,10,7,0,5
430,ODIs,13,10,4,123,26*,20.50,200,61.50,0,0,6,1,7,0,5
431,ODIs,12,10,1,195,96,21.66,273,71.42,0,1,13,2,1,0,5
432,ODIs,70,45,20,165,23,6.60,336,49.10,0,0,14,2,6,0,5
433,ODIs,11,5,0,16,7,3.20,36,44.44,0,0,1,0,3,0,1
434,ODIs,2,2,0,5,4,2.50,11,45.45,0,0,1,0,1,0,1
435,ODIs,31,16,9,23,7,3.28,94,24.46,0,0,0,1,10,0,1
436,ODIs,40,17,7,168,36,16.80,165,101.81,0,0,11,4,21,0,5
437,ODIs,49,47,10,1329,124*,35.91,1625,81.78,1,11,122,10,18,0,5
438,ODIs,12,12,0,407,119,33.91,540,75.37,1,2,45,7,0,0,5
439,ODIs,10,5,2,99,46*,33.00,115,86.08,0,0,11,1,2,0,4
440,ODIs,61,46,3,776,79,18.04,1235,62.83,0,1,60,1,21,0,5
441,ODIs,2,2,0,40,39,20.00,94,42.55,0,0,2,0,0,0,2
442,ODIs,1,1,0,36,36,36.00,39,92.30,0,0,0,2,0,0,2
443,ODIs,29,14,10,77,30,19.25,83,92.77,0,0,7,2,7,0,4
444,ODIs,2,2,0,8,6,4.00,17,47.05,0,0,1,0,0,0,1
445,ODIs,90,40,23,159,21*,9.35,213,74.64,0,0,15,6,31,0,5
446,ODIs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
447,ODIs,9,3,2,0,0*,0.00,10,0.00,0,0,0,0,1,0,1
448,ODIs,3,2,0,45,41,22.50,65,69.23,0,0,4,1,1,0,2
449,ODIs,36,34,2,618,74,19.31,847,72.96,0,3,61,13,24,5,5
450,ODIs,36,11,3,43,14,5.37,82,52.43,0,0,4,0,5,0,2
451,ODIs,71,30,15,140,17*,9.33,217,64.51,0,0,10,2,14,0,5
452,ODIs,5,4,1,27,24*,9.00,51,52.94,0,0,3,0,1,0,2
453,ODIs,3,2,0,46,40,23.00,39,117.94,0,0,5,1,0,0,2
454,ODIs,33,32,1,764,94,24.64,685,111.53,0,6,92,35,15,0,5
455,ODIs,75,24,14,79,18*,7.90,134,58.95,0,0,8,1,22,0,4
456,ODIs,2,2,0,31,25,15.50,33,93.93,0,0,5,1,0,0,2
457,ODIs,94,79,21,1752,79,30.20,2392,73.24,0,9,176,15,64,7,5
458,ODIs,8,8,0,244,75,30.50,319,76.48,0,2,21,2,3,0,5
459,ODIs,66,64,6,2175,175,37.50,2623,82.92,8,8,224,25,30,0,5
460,ODIs,26,9,6,47,19*,15.66,66,71.21,0,0,4,2,8,0,2
461,ODIs,99,92,10,2696,137,32.87,3232,83.41,4,16,228,36,82,7,5
462,ODIs,36,36,3,1079,176,32.69,1133,95.23,3,3,113,22,24,3,5
463,ODIs,10,10,2,130,31,16.25,217,59.90,0,0,11,1,2,0,5
464,ODIs,7,7,3,57,19,14.25,48,118.75,0,0,5,2,1,0,3
465,ODIs,7,6,0,155,59,25.83,228,67.98,0,1,16,2,12,1,5
466,ODIs,3,2,0,4,4,2.00,10,40.00,0,0,0,0,1,0,1
467,ODIs,18,15,7,16,7,2.00,89,17.97,0,0,2,0,7,0,1
468,ODIs,11,11,2,621,109*,69.00,768,80.85,2,4,59,4,4,0,5
469,ODIs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
470,ODIs,194,79,43,273,28,7.58,561,48.66,0,0,23,0,53,0,5
471,ODIs,57,53,9,1539,102*,34.97,1673,91.99,1,11,128,38,27,0,5
472,ODIs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
473,ODIs,6,4,0,52,31,13.00,83,62.65,0,0,3,0,1,0,3
474,ODIs,16,15,1,217,38,15.50,397,54.65,0,0,18,0,7,0,5
475,ODIs,3,1,0,19,19,19.00,24,79.16,0,0,3,0,0,0,1
476,ODIs,6,6,0,98,51,16.33,175,56.00,0,1,10,2,2,0,4
477,ODIs,25,16,9,24,12*,3.42,63,38.09,0,0,1,0,1,0,1
478,ODIs,2,2,0,0,0,0.00,9,0.00,0,0,0,0,1,0,1
479,ODIs,1,1,0,0,0,0.00,3,0.00,0,0,0,0,0,0,1
480,ODIs,1,1,1,1,1*,0,1,100.00,0,0,0,0,1,0,1
481,ODIs,20,13,8,198,47*,39.60,193,102.59,0,0,19,4,4,0,5
482,ODIs,49,33,10,222,37,9.65,337,65.87,0,0,22,3,11,0,5
483,ODIs,1,1,0,24,24,24.00,30,80.00,0,0,3,0,0,0,1
484,ODIs,2,2,0,0,0,0.00,5,0.00,0,0,0,0,0,0,1
485,ODIs,11,11,1,189,50,18.90,284,66.54,0,1,19,1,4,0,5
486,ODIs,4,2,2,15,15*,0,11,136.36,0,0,2,0,1,0,1
487,ODIs,9,7,4,10,4,3.33,45,22.22,0,0,0,0,0,0,1
488,ODIs,147,143,11,5238,150*,39.68,6144,85.25,11,34,561,17,36,0,5
489,ODIs,69,30,13,136,35,8.00,223,60.98,0,0,11,3,15,0,5
490,ODIs,5,5,0,68,27,13.60,100,68.00,0,0,13,0,0,0,3
491,ODIs,2,1,0,1,1,1.00,11,9.09,0,0,0,0,1,0,1
492,ODIs,4,3,0,11,11,3.66,39,28.20,0,0,0,0,0,0,1
493,ODIs,15,7,5,4,2*,2.00,20,20.00,0,0,0,0,1,0,1
494,ODIs,11,11,1,245,79*,24.50,442,55.42,0,1,24,3,7,0,5
495,ODIs,125,110,12,4162,164,42.46,4802,86.67,9,25,352,36,67,0,5
496,ODIs,1,1,1,2,2*,0,19,10.52,0,0,0,0,0,0,1
497,ODIs,9,5,3,4,3,2.00,27,14.81,0,0,0,0,2,0,1
498,ODIs,16,16,1,271,59,18.06,392,69.13,0,1,28,2,6,0,5
499,ODIs,49,45,5,827,58*,20.67,1225,67.51,0,4,48,30,22,1,5
500,ODIs,132,114,34,3231,139,40.38,3211,100.62,5,14,238,88,61,0,5
501,ODIs,22,13,4,290,51*,32.22,337,86.05,0,2,24,6,3,0,5
502,ODIs,37,37,3,596,157*,17.52,902,66.07,1,1,59,17,12,0,5
503,ODIs,60,58,4,1336,84,24.74,1979,67.50,0,9,108,5,14,0,5
504,ODIs,46,27,12,279,50,18.60,339,82.30,0,1,23,6,21,0,5
505,ODIs,18,15,3,243,53,20.25,357,68.06,0,1,17,4,8,0,5
506,ODIs,12,12,0,186,56,15.50,278,66.90,0,1,19,3,8,0,5
507,ODIs,1,1,0,3,3,3.00,20,15.00,0,0,0,0,0,0,1
508,ODIs,64,40,13,260,36,9.62,355,73.23,0,0,19,4,16,0,5
509,ODIs,2,2,0,11,8,5.50,26,42.30,0,0,0,1,2,0,1
510,ODIs,101,69,20,1226,95*,25.02,1358,90.27,0,4,86,19,44,0,5
511,ODIs,85,48,22,244,26,9.38,404,60.39,0,0,18,3,19,0,5
512,ODIs,5,5,0,52,18,10.40,71,73.23,0,0,8,0,4,1,3
513,ODIs,4,4,0,78,45,19.50,117,66.66,0,0,9,0,0,0,4
514,ODIs,5,5,0,86,55,17.20,112,76.78,0,1,9,0,3,0,4
515,ODIs,64,55,14,963,96,23.48,1215,79.25,0,3,92,14,19,0,5
516,ODIs,7,5,2,4,2,1.33,28,14.28,0,0,0,0,1,0,1
517,ODIs,27,24,1,516,66,22.43,525,98.28,0,3,39,13,6,0,5
518,ODIs,8,7,1,70,20,11.66,142,49.29,0,0,7,2,0,0,3
519,ODIs,8,8,0,281,87,35.12,401,70.07,0,3,26,2,3,0,5
520,ODIs,2,2,0,23,23,11.50,44,52.27,0,0,3,0,0,0,1
521,ODIs,2,2,0,9,8,4.50,57,15.78,0,0,2,0,0,0,1
522,ODIs,2,2,0,25,21,12.50,35,71.42,0,0,4,0,2,0,2
523,ODIs,9,9,0,257,73,28.55,383,67.10,0,2,25,3,0,0,5
524,ODIs,23,23,0,336,56,14.60,612,54.90,0,1,30,2,6,0,5
525,ODIs,42,33,7,722,74*,27.76,654,110.39,0,4,57,29,14,0,5
526,ODIs,6,5,0,248,179,49.60,214,115.88,1,0,25,8,0,0,5
527,ODIs,3,3,2,26,17,26.00,38,68.42,0,0,3,0,0,0,2
528,ODIs,220,158,28,1787,51*,13.74,2041,87.55,0,1,150,62,62,0,5
529,ODIs,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
530,ODIs,2,2,0,72,42,36.00,69,104.34,0,0,8,1,0,0,3
531,ODIs,12,11,1,197,52,19.70,272,72.42,0,1,19,5,5,0,5
532,ODIs,6,6,1,11,5,2.20,62,17.74,0,0,1,0,6,0,1
533,ODIs,45,23,16,29,7,4.14,77,37.66,0,0,2,1,6,0,2
534,ODIs,28,26,1,557,60,22.28,749,74.36,0,3,60,1,4,0,5
535,ODIs,2,2,0,68,44,34.00,70,97.14,0,0,4,2,2,1,3
536,ODIs,13,11,2,189,46,21.00,212,89.15,0,0,20,1,6,0,5
537,ODIs,7,7,0,138,54,19.71,165,83.63,0,1,18,0,1,0,5
538,ODIs,2,2,1,9,9,9.00,20,45.00,0,0,0,0,0,0,1
539,ODIs,23,22,0,734,114,33.36,952,77.10,1,3,62,7,4,0,5
540,ODIs,44,27,17,67,17,6.70,160,41.87,0,0,5,3,5,0,3
541,ODIs,145,133,17,3546,142,30.56,3981,89.07,2,18,326,83,64,0,5
542,ODIs,183,180,19,6843,237*,42.50,7825,87.45,16,37,694,176,91,0,5
543,ODIs,13,11,0,265,51,24.09,299,88.62,0,1,38,0,4,0,5
544,ODIs,2,1,0,0,0,0.00,1,0.00,0,0,0,0,0,0,1
545,ODIs,2,2,0,4,4,2.00,11,36.36,0,0,1,0,0,0,1
546,ODIs,15,12,0,271,62,22.58,298,90.93,0,2,29,2,13,0,5
547,ODIs,1,1,0,5,5,5.00,18,27.77,0,0,0,0,0,0,1
548,ODIs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
549,ODIs,2,2,0,13,8,6.50,28,46.42,0,0,0,0,1,0,1
550,ODIs,9,5,2,79,49,26.33,77,102.59,0,0,5,2,2,0,4
551,ODIs,87,57,22,579,62*,16.54,835,69.34,0,2,40,8,36,0,5
552,ODIs,19,8,6,42,19*,21.00,64,65.62,0,0,2,2,2,0,2
553,ODIs,12,8,1,223,46,31.85,246,90.65,0,0,20,4,7,0,5
554,ODIs,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1
555,ODIs,48,15,12,39,11*,13.00,63,61.90,0,0,6,0,13,0,2
556,ODIs,23,15,2,162,28,12.46,195,83.07,0,0,13,6,5,0,5
557,ODIs,101,52,24,140,17,5.00,249,56.22,0,0,14,2,20,0,5
558,ODIs,1,1,1,4,4*,0,9,44.44,0,0,0,0,0,0,1
559,ODIs,104,104,2,2399,99,23.51,3806,63.03,0,16,227,14,33,0,5
560,ODIs,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
561,ODIs,66,59,7,1333,102,25.63,1461,91.23,1,6,153,24,37,0,5
562,ODIs,1,1,0,19,19,19.00,20,95.00,0,0,1,1,0,0,1
563,ODIs,232,216,39,8574,181*,48.44,10273,83.46,21,51,711,146,139,0,5
564,ODIs,70,67,3,2419,171,37.79,2527,95.72,6,14,276,50,27,0,5
565,ODIs,3,2,0,39,21,19.50,47,82.97,0,0,4,1,0,0,2
566,ODIs,13,12,0,152,30,12.66,199,76.38,0,0,13,3,2,0,5
567,ODIs,121,121,6,5135,178,44.65,5414,94.84,15,25,590,74,164,9,5
568,ODIs,75,34,21,100,18*,7.69,239,41.84,0,0,4,1,17,0,5
569,ODIs,17,16,4,493,123*,41.08,520,94.80,1,3,46,11,17,3,5
570,ODIs,32,19,9,111,20*,11.10,382,29.05,0,0,5,0,10,0,5
571,ODIs,10,10,0,278,78,27.80,483,57.55,0,1,15,0,3,0,5
572,ODIs,6,6,0,65,20,10.83,145,44.82,0,0,5,1,3,0,3
573,ODIs,37,16,7,63,19,7.00,132,47.72,0,0,3,1,10,0,3
574,ODIs,36,27,5,283,50*,12.86,411,68.85,0,1,24,3,14,0,5
575,ODIs,6,6,0,128,49,21.33,203,63.05,0,0,15,2,1,0,5
576,ODIs,34,31,3,670,101,23.92,806,83.12,1,2,41,30,14,0,5
577,ODIs,53,29,9,280,59,14.00,247,113.36,0,2,18,17,12,0,5
578,ODIs,2,2,0,33,19,16.50,51,64.70,0,0,4,1,0,0,2
579,ODIs,67,64,4,1910,145*,31.83,2530,75.49,5,9,179,27,20,0,5
580,ODIs,146,137,21,5922,133*,51.05,6775,87.40,16,33,478,43,74,0,5
581,ODIs,60,34,12,134,24*,6.09,240,55.83,0,0,13,2,8,0,5
582,ODIs,8,8,0,159,44,19.87,223,71.30,0,0,9,4,12,0,5
583,ODIs,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
584,ODIs,32,31,5,1239,112,47.65,1423,87.06,4,7,98,25,13,2,5
585,ODIs,213,198,26,4340,117,25.23,5423,80.02,2,19,343,106,72,0,5
586,ODIs,73,72,4,2773,151,40.77,3406,81.41,7,15,247,36,22,0,5
587,ODIs,21,19,5,185,36,13.21,278,66.54,0,0,15,0,22,1,5
588,ODIs,12,7,1,71,25,11.83,166,42.77,0,0,3,0,2,0,3
589,ODIs,17,16,0,339,72,21.18,506,66.99,0,1,33,3,9,0,5
590,ODIs,10,8,0,59,24,7.37,89,66.29,0,0,4,1,3,0,3
591,ODIs,77,70,8,2923,141*,47.14,2797,104.50,9,11,335,65,35,2,5
592,ODIs,3,3,0,32,30,10.66,75,42.66,0,0,1,1,1,0,2
593,ODIs,2,1,0,5,5,5.00,12,41.66,0,0,0,0,2,0,1
594,ODIs,78,77,8,2622,160*,38.00,3630,72.23,6,15,255,25,27,0,5
595,ODIs,30,19,7,151,30*,12.58,213,70.89,0,0,14,0,6,0,5
596,ODIs,46,34,4,516,71,17.20,671,76.90,0,2,38,19,6,0,5
597,ODIs,95,81,15,2682,102*,40.63,2855,93.94,3,20,217,75,45,0,5
598,ODIs,22,22,3,641,102*,33.73,912,70.28,1,4,68,7,7,0,5
599,ODIs,3,3,0,129,52,43.00,143,90.20,0,1,13,1,1,0,5
600,ODIs,4,3,1,30,13,15.00,52,57.69,0,0,1,0,2,0,2
601,ODIs,1,1,0,6,6,6.00,8,75.00,0,0,1,0,0,0,1
602,ODIs,3,2,0,27,17,13.50,40,67.50,0,0,2,1,1,0,2
603,ODIs,16,16,2,307,57*,21.92,440,69.77,0,3,38,6,10,0,5
604,ODIs,2,2,0,18,12,9.00,47,38.29,0,0,1,0,0,0,1
605,ODIs,26,24,1,643,67*,27.95,755,85.16,0,2,76,10,12,0,5
606,ODIs,124,112,12,2782,116,27.82,3252,85.54,1,15,174,88,55,0,5
607,ODIs,22,14,8,21,7*,3.50,40,52.50,0,0,2,0,1,0,1
608,ODIs,1,1,0,3,3,3.00,7,42.85,0,0,0,0,0,0,1
609,ODIs,111,105,9,2356,101,24.54,3531,66.72,1,12,158,62,24,0,5
610,ODIs,2,1,0,2,2,2.00,2,100.00,0,0,0,0,0,0,1
611,ODIs,5,5,0,55,29,11.00,93,59.13,0,0,2,2,2,0,3
612,ODIs,38,22,6,107,17,6.68,195,54.87,0,0,10,3,5,0,5
613,ODIs,3,3,0,36,32,12.00,39,92.30,0,0,6,0,1,0,2
614,ODIs,44,33,16,292,34,17.17,394,74.11,0,0,19,4,11,0,5
615,ODIs,11,3,1,9,5,4.50,17,52.94,0,0,1,0,1,0,1
616,ODIs,27,23,3,575,63,28.75,718,80.08,0,5,49,14,7,0,5
617,ODIs,110,100,11,2877,102,32.32,2332,123.37,1,19,289,94,65,0,5
618,ODIs,6,6,1,161,124*,32.20,176,91.47,1,0,12,3,1,0,5
619,ODIs,4,1,1,9,9*,0,7,128.57,0,0,1,0,0,0,1
620,ODIs,78,73,10,3289,170,52.20,4422,74.37,9,17,256,49,83,10,5
621,ODIs,41,40,3,1102,98,29.78,1615,68.23,0,10,105,6,7,0,5
622,ODIs,4,4,0,14,6,3.50,20,70.00,0,0,1,0,1,0,1
623,ODIs,8,8,0,159,73,19.87,286,55.59,0,1,13,1,2,0,5
624,ODIs,2,2,0,8,6,4.00,16,50.00,0,0,0,0,0,0,1
625,ODIs,13,11,6,79,19*,15.80,109,72.47,0,0,6,2,6,0,4
626,ODIs,13,8,3,92,29,18.40,104,88.46,0,0,7,0,4,0,4
627,ODIs,4,4,0,13,12,3.25,47,27.65,0,0,2,0,0,0,1
628,ODIs,10,10,1,315,115,35.00,398,79.14,1,1,40,5,7,0,5
629,ODIs,2,2,0,2,1,1.00,23,8.69,0,0,0,0,1,0,1
630,ODIs,92,92,4,3204,137,36.40,4154,77.13,5,19,363,10,36,0,5
631,ODIs,2,2,0,11,9,5.50,23,47.82,0,0,1,0,1,0,1
632,ODIs,4,2,2,5,3*,0,20,25.00,0,0,0,0,1,0,1
633,ODIs,2,2,0,59,55,29.50,123,47.96,0,1,5,0,1,0,3
634,ODIs,2,1,0,13,13,13.00,16,81.25,0,0,1,0,2,0,1
635,ODIs,11,6,2,77,22*,19.25,53,145.28,0,0,8,3,3,0,4
636,ODIs,40,21,10,69,15,6.27,79,87.34,0,0,8,2,6,0,3
637,ODIs,30,22,6,161,41,10.06,218,73.85,0,0,18,5,3,0,5
638,ODIs,19,13,4,214,46,23.77,238,89.91,0,0,15,9,10,0,5
639,ODIs,181,178,14,8113,159,49.46,9178,88.39,27,39,822,53,87,0,5
640,ODIs,350,297,84,10773,183*,50.57,12303,87.56,10,73,826,229,321,123,5
641,ODIs,7,2,1,9,8,9.00,19,47.36,0,0,0,0,2,0,1
642,ODIs,13,13,0,175,49,13.46,301,58.13,0,0,26,2,1,0,5
643,ODIs,16,14,1,352,53,27.07,537,65.54,0,3,25,1,4,0,5
644,ODIs,27,17,10,80,16*,11.42,107,74.76,0,0,9,3,6,0,4
645,ODIs,24,14,4,34,6,3.40,98,34.69,0,0,1,0,8,0,2
646,ODIs,226,119,36,567,56,6.83,761,74.50,0,1,45,21,31,0,5
647,ODIs,2,2,0,34,26,17.00,75,45.33,0,0,3,0,0,0,2
648,ODIs,52,21,7,211,48*,15.07,211,100.00,0,0,19,9,17,0,5
649,ODIs,13,8,5,8,3*,2.66,55,14.54,0,0,0,0,2,0,1
650,ODIs,6,2,0,0,0,0.00,2,0.00,0,0,0,0,0,0,1
651,ODIs,52,49,1,1571,116,32.72,1679,93.56,2,9,182,12,38,9,5
652,ODIs,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
653,ODIs,2,2,0,50,43,25.00,111,45.04,0,0,3,1,0,0,3
654,ODIs,146,132,21,3599,111,32.42,4855,74.12,4,22,245,39,59,7,5
655,ODIs,46,44,0,1005,83,22.84,1278,78.63,0,9,115,15,14,0,5
